school_name,campus_name,school_code,campus_code,district,district_code,school_type,school_nature,address,lng,lat,school_tel,student_count,class_count,teacher_count,school_scope,direct_middle_school,school_detail,communities_hj,communities_xhzr,community_count,year,visit_times
杭州市胜利小学（钱塘校区）,,2133000524,2133000524001,上城区,330102,小学,非民办,望江街道富春路199号,120.201308,30.236332,0571-86560836,1160,27,71,耀华社区[上述社区流动人口随迁子女到杭州市胜利山南小学进行信息核验],杭州市开元中学,"杭州市胜利小学源于1599年的崇文书院，历经变迁，几经更名，于1965年正式命名为“杭州市胜利小学”，是一所历史悠久、文化深远的百年名校。在胜利小学的历史长河中，曾培育出一代代名人，国学大师王国维既是书院学子，又曾亲临书院讲学，著名革命文艺家夏衍，曾在此接受启蒙教育。多年来，学校一直秉承“崇文尚德”的校训，把“正学阐教”作为学校发展的使命。在“传统与现代”比翼齐飞的康庄大道上，学校潜心于学术氛围的营造，致力于办学典范的树立，在老百姓和同行心目中拥有较高知名度和美誉度，是浙江省的优质教育品牌。
胜利小学办学积淀深厚，硕果累累，是教育部首批授牌的全国现代教育技术学校，1986年被评为浙江省实验学校，2006年被评为浙江省首届和谐校园，2009年被评为全国第二届和谐校园。2016年4月学校通过国家级数字化示范院校验收，2017年5月被评为中国教育信息化首批STEM教育&创客教育实验学校。学校先后荣获“全国STEM教育示范校”“浙江省教育教学科研先进集体”“全国红旗大队”“浙江省体育先进集体”“浙江省卫生先进集体”“浙江省德育先进集体”“浙江省校本教研示范学校”“杭州市文明单位”。",富星苑;恒丰坊;华龙坊;南光坊;鸥江公寓;钱塘人家;钱塘名都;钱江苑;文华苑;新城坊;耀江福村,,11,2026,0
杭州市胜利山南小学,,2133000526,2133000526001,上城区,330102,小学,非民办,南星街道复兴南苑12号,120.167258,30.209654,0571- 86081965,784,21,57,玉皇山社区、白塔岭社区、水澄桥社区、海月桥社区、复兴街社区、紫花埠社区、美政桥社区,杭州市清河实验学校,杭州市胜利山南小学坐落于玉皇山南麓、钱塘江畔，美政校区前身为初等小学堂，始建于1907年。海月校区前身为“浙西木业两等小学堂”，创办于清光绪三十三年。2021年，响应“名校就在家门口、名师就在我身边”的号召，由杭州市胜利小学领办杭州市胜利山南小学，输出管理方式和文化理念，进行一体化管理。学校延续“崇文尚德”的校训，坚持“让每个儿童享受成长的幸福”办学理念，秉持“正学阐教”校风，着力培育“中国心•未来眼”特质的胜利山南学子。胜利小学和胜利山南小学的一体化办学是浙江省推动共同富裕建设背景下，具有典型意义的学校发展共同体。,八卦新村;白塔人家;大资福庙前;复兴东苑;复兴北苑;复兴南苑;复兴城市家园;甘水巷;海月花园;好望角公寓;江新苑;金棕榈花园;蓝江公寓;六和源花园;龙舌嘴;美政花苑;民安苑;钱塘雅苑;清怡花苑;清河家园;山南人家;十亩田家园;十亩田新村;水澄花园北苑;水澄花园南苑;太和广场;紫花苑,甘水巷;白塔人家;复兴南苑;复兴北苑;蓝江公寓;美政花苑;清怡花苑;十亩田家园;金棕榈花园;海月花园;复兴城市家园;大资福庙前;八卦新村;山南人家;复兴东苑;太和广场;龙舌嘴;钱塘雅苑;紫花苑;民安苑;好望角公寓;清河家园;六和源花园;水澄花园南苑;十亩田新村;水澄花园北苑;江新苑;秋江雅院;太平巷;二凉亭;新工新村;柴校坊;南瓦坊;秋涛南苑;凤凰南苑;好学府;凤凰北苑;木材新村;紫轩;上品华庭;闻潮一品公寓;闻潮尚庭;仁滨公寓;钱江御府;望江府;钱江候潮府;春江花月流云苑;春江花月晓风苑;春江花月芳甸苑;春江花月潇湘苑;春江花月江树苑;春江花月月华苑;春江花月映霞苑;钱塘人家;富星苑;新城坊;钱塘名都;钱江苑;鸥江公寓;文华苑;南光坊;耀江福村;华龙坊;恒丰坊;白塔岭;安家塘;元帅庙后;洋泮路;叶家场弄;美政路;美政埠;紫花路;美政路;海月路;复兴路;里太祖湾;轿子巷;施家山;虎玉路;周王庙前后;尼龙山;天华山;闸口电厂二宿舍;南星桥火车站前;复兴里街;大名空间商务大厦;秋涛路;小诸桥码口;复兴路;螺蛳埠;羊义弄;复兴街;水澄大厦;复兴里街一弄;涵婆桥;复兴里街;闸口电厂三宿舍;周王庙前后;海月新村;秋涛路;洪福桥弄;江城路;柴校路;剪刀巷;鸿福桥弄;南瓦子巷;南落马营;秋涛路;统一码头;秋涛路;江边路;姚江路;富春江路,140,2026,0
杭州市小营巷小学,,2133000534,2133000534002,上城区,330102,小学,非民办,上城区小营街道皮市巷99号,120.174842,30.254104,0571-87076009,986,29,73,紫金社区、小营巷社区、马市街社区、茅廊巷社区、金钱巷社区,浙江省杭州第十中学,"杭州市小营巷小学坐落于小营红巷，是上城区历史悠久的公办学校，其办学渊源可追溯至1806年的宗文义塾。学校坚持“办有根有魂之学，育有志有气之人”的教育理念，致力于培养“志正体和”的红巷少年。通过红巷学堂品牌建设和校家政社共育机制创新，在德育活动、思政教育、红巷课程及校园文化建设等方面不断实践，形成了学生发展有特色、教师团队有活力、课程建设有品质的校园风貌。   
    历经百年蜕变，学校办学特色鲜明，课程内容丰富，学生成长全面，荣获浙江省健康促进校、杭州市文明学校、小班化教育示范校等殊荣，并被评为省级校园足球特色学校及上城区“优秀学习中心”“行走德育”示范基地。近年来，学校开展的校家社共育新模式的实践成果丰硕，荣获省市教育科研奖项；“红色根脉”思政联盟建设，拓展了思政教育的育人模式。展望未来，学校将继续以“甘为孺子牛，敢为天下先”的红巷精神为引领，承续百年文化，培育国之栋梁。",大塔儿巷;大王庙巷;东河家园;丰家兜;丰禾巷;冯山人巷;欢乐巷;黄醋园;皇诰巷;金鸡岭;龙华巷;马市街;民权路;民生路;南班巷;皮市巷;清吟巷;清吟街;清泰花苑;森仁里;上八界巷;万安城市花园西苑;乌龙巷;下华光巷;小塔儿巷;小营巷;小营民居;孝友里;宣徐弄;严衙弄;义井巷;银枪新村;永宁院;直大方伯;状元弄;紫金观巷,岳王路;宏农里;枝头巷;平海公寓;延庆里;岳王新村;岳王雅居;宋浇造巷;延定巷;五福里一弄;仁和里;五福里三弄;邮电路;崔家巷;里仁坊巷;仁和路;五福里二弄;向阳新村;未央村;蕲王路;星远里三弄;思鑫坊直弄;龙翔里一弄;思鑫坊;大庆里二弄;学士路;大庆里一弄;萱寿里;齐心里;萱寿里二弄;鸿源坊;菩提寺路;孝女路;九星里;劝业里;长生路;蕙宜村;承德里二弄;欢乐巷;丰禾巷;丰家兜;状元弄;民权路;民生路;义井巷;南班巷;清泰花苑;严衙弄;佑圣观路;金鸡岭;小塔儿巷;东河家园;龙华巷;清吟街;小营巷;银枪新村;大塔儿巷;下华光巷;永宁院;小营民居;清吟巷;孝友里;森仁里;宣徐弄;紫金观巷;乌龙巷;上八界巷;皇诰巷;马市街;冯山人巷;皮市巷;直大方伯;黄醋园;大王庙巷;万安城市花园西苑;近江苑;翡翠海岸公寓;清江路;清江名潮院;徐家埠;婺江家园四园;婺江家园二园;婺江家园三园;婺江家园一园;近江家园六园;近江家园八园;近江家园九园;近江家园七园;望江家园西园;望江家园东园;中山中路;平海路;祖庙巷;李博士桥;学士路;中河中路;浣纱路;光复路;浣纱路;延德里;解放路;平远里;吴山路;惠兴路;岳王路;平海路;延安路;浣纱村;协兴里二弄;中山中路;百福弄;延安东四弄;承德里一弄;平海路;浣纱路;浣纱路西六弄;庆春路;德人里;大东山弄;清泰街;柴木巷;潘衙弄;解放路;林木梳巷;中河中路;丰禾巷;城头巷;清泰街;解放路;皮市巷;觉苑寺巷;小营公园;马市街;杨绫子巷;宗文弄;皮市巷;清吟街;司马渡巷;庆春路;银洞巷;钱江路;近江路;秋涛路;近江村;雷霆路;婺江路;秋涛路,183,2026,0
杭州市高银巷小学,,2133000504,2133000504001,上城区,330102,小学,非民办,清波街道后市街16号,120.169385,30.241251,0571-87804335,609,17,49,东平巷社区、青年路社区、柳翠井巷社区、定安路社区（火药局弄以东）、清河坊社区（十三湾巷、东太平巷和小井巷以东）,浙江省杭州第六中学,"杭州市高银巷小学始建于1917年，坐落在风景秀丽的吴山脚下，是一所具有深厚文化底蕴的标准化花园式学校。近年来，学校遵循“为每个孩子寻找成长的支点”的办学理念，在“拼搏奋斗、同心合作、无私奉献”的高银精神引领下，不断加强团队建设,全面推进教育教学改革；同时充分利用地域优势积极开展吴山文化探究课程的研究，取得一定的办学成果，赢得广泛赞誉。书法教育作为学校的一张金名片，在普及教育的基础上，开设了特色“书法日”及“墨云书法社”，在省市区乃至全国各级各类书法篆刻比赛中屡次获得优秀的成绩。学校先后获得教育部基础教育课程“综合实践活动研究与实验”重点研究项目、全国先进实验学校、浙江省绿色学校、浙江省书法教育实验基地、浙江省书法教育工作先进集体、杭州市小班化教育实验学校等荣誉！",比胜庙巷;定安东苑;东平巷;东羊血弄;缸儿巷;惠民苑;积善坊巷;见仁里;奎垣巷;趴蜡子巷;青年路;青年里;三元坊巷;三元里;尚农里;羊坝头;羊血弄;由义弄;源茂里;中南新村;中山苑;祠堂巷,定安东苑;由义弄;趴蜡子巷;祠堂巷;河坊巷;源茂里;柳翠桥弄;惠民苑;中山苑;尚农里;奎垣巷;三元坊巷;三元里;见仁里;羊坝头;比胜庙巷;青年里;积善坊巷;东平巷;羊血弄;青年路;中南新村;东羊血弄;缸儿巷;惠民路;中山中路;后市街;惠民路;河坊街;太平坊巷;大井巷;东太平巷;十三湾巷;后市街;柳翠井巷;河坊街;扇子巷;光复路;保佑桥东弄;中山中路;开元路;兴安里;浣纱路;开元南一弄;定安路;元福巷;老水漾桥弄;中山中路;解放路;光复路;保康巷,73,2026,0
杭州市实验学校,,L000000503,L000000503001,拱墅区,330105,初中,非民办,杭州市拱墅区和睦路785号,120.117878,30.317945,0571-86067258,159,4,28,石祥路以南，西塘河以西，萍水东街以北，莫干山路以东区域内。,,"杭州市实验学校创办于2025年9月，由杭州华附教育集团领办，是全日制公办九年一贯制学校。配备一流的硬件设施，师资由特级教师领衔，省市区骨干教师担纲，100%拥有丰富教学经历，学校以""创建一所非常经典、足够时尚的未来学校""为教育使命，，立足“为成长，为未来”的核心价值观，构建适应时代需求的创新育人模式，确立“尊重儿童、促进成长、成就未来”的实验性样板学校的发展定位，将儿童立场深深根植于校园建设、文化营造、课程设计、教学变革等全维度教育实践之中，力求为每一位学生提供最适合其成长的教育环境。",春月杭宁府;杭曜置地中心;杭樾润府;和睦公寓;花园岗和苑;化纤新村;景致公寓;星瓒颂锦府;宸寓云申府,华方宿舍;化纤新村;和睦公寓;杭樾润府;杭曜置地中心;星瓒颂锦府;春月杭宁府;宸寓云申府;景致公寓;花园岗和苑;河颂映象府,20,2026,0
杭州市文晖实验小学,,2133003402,2133003402001,拱墅区,330105,小学,非民办,拱墅区祥符街道隐秀路430号,120.119864,30.295316,0571-86955126,0,0,0,丰潭路以东，丰登街-登云路以南，学院北路以西，余杭塘河-余杭塘河北支以北区域内适龄儿童。,,杭州市文晖实验小学衔接杭州市文晖实验学校“因我而美，因我不同”的育人目标，强调学生的多元发展、全人发展，提出“让今天的学习遇见未来”的办学理念，深耕“能质疑，善表达，会合作”的课堂文化，构建“德、识、才”为一体的育人模式，以“健康、尚美、多元、进取”为校训，努力打造具有师大底蕴、文晖风范和拱墅气质的百姓家门口的好学校。,芳满庭;拱苑;金茂悦府;萍水人家;庆云居;庆樾上府;庆隆苑;阮家桥公寓;西铭苑;秀隐翠园;馥香园;鑫茂府,萍水人家;拱苑;西铭苑;芳满庭;庆隆苑;庆云居;鑫茂府;秀隐翠园;庆樾上府;金茂悦府;阮家桥公寓;馥香园,24,2026,0
杭州市文润小学,,2133003403,2133003403001,拱墅区,330105,小学,非民办,杭州市拱墅区康桥街道聚贤路99号,120.14291,30.347993,0571-86917057,0,0,0,京杭大运河以东，金昌路以南，宁杭铁路以西，莫婆桥河-管家漾河-拱康路-侯圣街-宣杭铁路以北区域内适龄儿童。,杭州市育才大城北学校,卖鱼桥小学教育集团文润校区位于拱墅区运河新城单元GS1003-A33-15地块（康桥街道聚贤路99号）。文润校区是卖鱼桥小学继湖墅校区、文汇校区后的第三个核心校区，是由杭州市卖鱼桥小学教育集团领办的全日制公办小学。校区将秉承“尊重差异、赏识个体、因材施教、多元发展”的教育理念，建构适合学生多元发展、多元选择、多元评价的光谱课程，成就每一个孩子的更多可能。后续将着力打造校园文化和课程规划。在文化上凸显水系元素，建设“书山、学海、词径”。在课程上持续迭代，落地中医药文化、儿童哲学课程等，并基于周边文化，依托大运河博物院、顺丰创新中心、未来小镇建设“现代化、时尚型”的课程样态，立志打造“朝向未来的风向标学校”。,河映云集公寓;河语光年府;上和公元里;云澜天第府,云澜天第府;上和公元里;河语光年府;河映云集公寓,8,2026,0
杭州市安吉路新文实验小学,,2133003397,2133003397001,拱墅区,330105,小学,非民办,拱墅区祥符街道新文路16号,120.103204,30.336688,0571-88036501,0,0,0,杭行路以西，石祥路以北，莫干山路以东拱墅区域内适龄儿童。,,"新文实验小学占地面积 36653 平方米，主要有行政综合楼 1 幢、教学楼 2幢，600 人报告厅 1 个，300 米塑胶操场 1 个，餐厅 2个。其中，楼房色彩以绿、黄、白为主基调，体现了阳光、活泼的校园生态环境。
    走进学校大门，雕像“吉”矗立正中（如上图所示）；雕像下面出自《诗经》的石碑“安且吉兮”暗扣集团母体“安吉路”；校训理念 12 个大字悬挂横梁，一目了然。后期，学校还会就绿化整体布局、校门整体改造、校园安防系统等方面再做统一规划与改造。
    新文实验小学将打造主题科学实验室、动感音乐舞蹈室、非遗体验展示区、智慧教学交互厅、智慧阅读交流室等场所，促进学生学科素养培养。",和宁文华府;华盛达阅城;锦绣嘉苑;天承美筑;望林府;新文和院;阅城公寓;中尚汇府,莫干山路;香槟之约;天承美筑;新文和院;和宁文华府;望林府;阅城公寓;华盛达阅城;锦绣嘉苑;中尚汇府;祥符镇;南坝;塘河口;西厍塘;祥符镇;毛家里;星桥锦绣嘉苑;祥符镇,26,2026,0
杭州市运河湾实验学校,,2133003273,2133003273001,拱墅区,330105,小学,非民办,杭州市拱墅区祥符街道筑研路99号,120.132802,30.336728,88038969、88038229,0,0,0,运河以西，石祥路以北，通益路以东，拱墅区域内适龄儿童。,,杭州市运河湾实验学校（杭州市文澜实验学校运河湾校区），是由拱墅区委区政府、拱墅区教育局以高品质要求打造的公办36班小学。学校位于拱墅区祥符街道筑研路99号，紧临京杭大运河，现代欧式风格的建筑依水傲立，占地31134平方米，建筑面积46791平方米，各类多功能教室、体育场馆、报告厅、活动室、图书馆、餐厅一应俱全。后续学校还将建设智慧评价系统、STEM创客中心、美育活动基地、劳动教育实践基地等一批实践教育活动场馆，以及配套建设家长接送智慧服务站。学校传承文澜实验学校的优质办学基因，坚持社会主义办学方向，以立德树人为教育的根本任务，牢记为党育人、为国育才的神圣教育使命，以“伟大的人民教育家”陶行知先生的生活教育理念为指导，秉承“德才兼备、知行合一”的校训，构建“生活”课程，让“知”与“行”相结合，学习与生活相结合，校内与校外相结合，注重理论联系实际，强化实践锻炼，凸显“教学做合一”。学校传承大运河千年文脉，汇聚现代化办学元素，以“知书达礼、学会学习、开放包容、热爱生活”为育人目标，培养德智体美劳全面发展的运河阳光少年，努力使每个学生都能成为最好的自己。,风尚望和湾;天阅云合源公寓,天阅云合源公寓;风尚望和湾,4,2026,0
杭州大关小学教育集团学院路校区,,L000000502,L000000502001,拱墅区,330105,小学,非民办,余杭塘路108号,120.13083,30.294359,18967129787,0,0,0,余杭塘河以东、莫干山路-教工路以西拱墅区域内适龄儿童。,,大关小学教育集团学院路校区位于余杭塘路108号。学校东至民生路，南至余杭塘路，西至学院北路，北至文教路，地理位置优越。学校总投资约3.1亿，占地面积290001.95平方米（43.5亩），总建筑面积42559平方米。整体建筑为新中式风格，以浅灰、白、木色等几种干净纯粹的颜色为主，外立面使用了琵琶、琴弦等音乐元素，具有浓郁的江南味道、书院气息和艺术气质。学校拥有一幢完整的音乐楼，内有一座可容纳740名观众的音乐厅，设施设备品质一流；内有校园民乐馆；内有宏大的民乐排练厅和分声部排练室。学校拥有一幢大关未来中心，设计有大关会客厅、大关美术馆、大关校史馆、大关科技馆、大关少儿电视台、大关阅读馆。学校还设计了大关课程中心，下沉式广场及丰富的主题式学习空间，努力让每一个孩子拥有轻盈、幸福的童年。学校隶属于杭州大关小学教育集团，传承大关小学百年文化，坚守“六年影响一生”的办学宗旨，弘扬“求美向善 美善相乐”的校训精神，通过以美育人，努力让每个孩子拥有更多可能性。学校拥有一支业务精湛、结构合理、充满活力的高素质专业团队，教师大多拥有市区级以上综合荣誉称号。未来，学校将继续擦亮艺术品牌，坚持轻负高质，推,教工里;浪琴翠园,浪琴翠园;教工里,4,2026,0
杭州市祥符小学,,2133003254,2133003254001,拱墅区,330105,小学,非民办,浙江省杭州市拱墅区祥符街道祥符路18号,120.104972,30.324031,0571-86793080,0,0,0,三墩路以南，莫干山路以西，石祥西路以北拱墅区域内适龄儿童。,,"杭州大关小学教育集团祥符校区位于拱墅区祥符路 18 号。学校东至莫干山路，南至祥符路，西至丽晶湾路，北至祥符老街，地理位置优越，人文底蕴深厚。学校规划 24 个班级规模，占地18809平方米(28.2亩)，总建筑面积 33324.46 平方米。学校由绿城集团承建，整体为现代简约风格，以白色、亚光灰、浅木色等干净纯粹的颜色为主，外立面使用风琴褶皱的艺术元素，精致的细节感锻造了一所经典的庭院式校园。
学校隶属于杭州大关小学教育集团，坚守“六年影响一生”的办学宗旨，弘扬“求美向善 美善相乐”的校训精神，通过以美育人，努力让每个孩子拥有更多可能性。学校融大关小学百年文脉与祥符老街宋韵文化于一体，依托学校丰富的学习空间，着眼大关意·现课程的祥符表达，精心设计了意·现墨韵、意·现瓷韵、意·现丝韵、梵婀玲、AI视界、律动轮滑等课程，充分满足每个孩子的个性化发展。",繁华里;红郡公寓;丽晶湾;美林湾;美林湾城市公寓;申花郡;物勘院;祥泽茗府;祥符佳苑;祥符北街;祥符南街;祥符新村;祥符直街;新华苑,祥符北街;祥符小区;申花郡;红郡公寓;新华苑;美林湾;祥符直街;祥符镇;祥符南街;莫干山路;祥符佳苑;美林湾城市公寓;物勘院;繁华里;丽晶湾;祥符新村;祥符路,31,2026,0
杭州市和苑实验小学,,2133003415,2133003415001,拱墅区,330105,小学,非民办,竞舟北路120号,120.101924,30.304304,0571-87171856,80,2,10,申花路以南，丰潭路以西，萍水西街以北拱墅区域内适龄儿童。,,杭州市和苑实验小学是一所以华东师范大学附属杭州学校为依托，实行集团一体化管理，打造小规模、创精品、强特色的高品质学校。学校发挥“名校+新校”集团化办学优势，集团派遣“优秀校长+资深骨干教师+四有青年新秀”组成优质师资团队，建构五育并举的“五色花”课程体系：习惯养成长、阅读润成长、健康保成长、艺术美成长、劳动导成长；营造“四和”文化，即和谐共生、和美向阳、和悦成长、和而不同，滋养学生成为快乐的读书人、前瞻的现代人、活力的健康人、自信的社会人。,丰潭欣苑;和苑;沁润公寓,和苑;丰潭欣苑;沁润公寓,6,2026,0
浙大城市学院附属学校,,3133000886,3133000886001,拱墅区,330105,初中,非民办,杭州市树人街18号,120.151959,30.316674,0571-81960996、81960806,0,0,0,上塘路以东、湖州街以南、上塘河以西、绍兴路以北区域适龄儿童。,,浙大城市学院附属学校是拱墅区人民政府和浙大城市学院合作举办的九年一贯制学校，小学部位于拱墅区上塘街道树人街18号，占地40余亩，设计规模36个班级；初中部位于拱墅区蔡马东路51号，占地70亩，设计规模42个班级，自然环境优美、人文环境优越、硬件条件一流。学校以“促进每一个学生自觉成长”为育人目标，围绕“儿童立场、家国情怀、未来眼光”的办学宗旨，践行“求是启真、修远日新”的核心理念，充分发挥自身办学潜力和浙大城市学院的资源优势，实施具有本校特色的“五彩”课程和学生综合素养评价体系，打造友好、多元、启智的校园文化，培养具备“诚、勤、智、勇、恒”特质的“五彩少年”。,传宸府;登蓝府;陆家坞;七古登;善贤人家;绍兴新村;沈塘湾;伟华苑;雍鸣宸府;运河金麟府;宸铭府;宸麟府,沈塘湾;绍兴新村;陆家坞;宸铭府;宸麟府;运河金麟府;雍鸣宸府;七古登;传宸府;登蓝府;伟华苑;善贤人家;沈半路;绍兴路;绍兴路;沈塘湾;台州路;上塘路;上塘镇;湖州东路;嘉兴东路;台州路;湖州街;舟山东路;上塘镇;舟山路;舟山东路;沈半路;上塘镇,41,2026,0
杭州市安吉路教育集团新天地实验学校,,3133000866,3133000866001,拱墅区,330105,初中,非民办,杭州市拱墅区新天地街499号,120.177864,30.320114,0571-81112690（小学部）、81113590（初中部）,662,19,60,万家星城社区、沈家社区、新颜苑社区适龄儿童,,杭州市安吉路教育集团新天地实验学校以杭州市安吉路实验学校为母体，同一法人，同一套领导班子，统一进行师资调配，传承安吉路“轻负高质、多元发展、智慧创新”的办学理念和九年一贯的办学优势，承载“办学生健康，教师幸福，人民满意，围绕核心素养培育可持续发展的九年一贯高品质学校”办学愿景，突出校园“高科技”“智能新天地”特色——以数字化、智能化、国际化、未来学校的打造理念，让校园拥有了高科技的硬件与智能化教学办公平台。教室内还装有远程教学设备，新学校和老学校资源互通，大大提升了教学效率，可以真正实现课程、师资、治理的互通。,春来枫华公寓;东新府;芳翠锦绣府;门婆园;桥边新村;沈家北园;沈家南园;万家星城;西文东苑;锡铂园;香栖天第府;欣景苑;新家园;新霄辰府;重机宿舍;宸鹭晴语轩;宸鹭香舍,桥边新村;重机宿舍;新霄辰府;沈家南园;春来枫华公寓;门婆园;宸鹭晴语轩;宸鹭香舍;香栖天第府;芳翠锦绣府;东新府;沈家北园;锡铂园;欣景苑;新家园;万家星城;西文东苑;重机巷;王村里;东新路;西文村;俞汇巷;沈家星盛府;沈家巷,41,2026,0
杭州市桃源小学,,2133002395,2133002395001,拱墅区,330105,小学,非民办,杭州市拱墅区桃源街603号,120.166615,30.35021,0571-86655209,41,2,17,宁杭高铁以东、金昌路-沪瑞线（半山路）以南、云锦路-北秀街-吴家角港以西区域内适龄儿童。,,杭州市桃源小学是由杭州市卖鱼桥小学教育集团领办的全日制公办小学，规划为48个教学班。学校坐落于青山绿水环抱的半山桃源地块，其环境幽雅，富有朝气，教育配套设施功能齐全，拥有现代化教学设备。秉承卖鱼桥教育集团的教育理念，学校提出“为每一个孩子的最优发展赋能”的办学理念，以“正源 思源 逢源 清源”为校训，全面推进建设充满厚度、广度、温度、高度的美好学校。学校积极开发拓展性课程，在办学过程中以卖鱼桥小学教育集团课程架构为依托，融合桃源地块周边文化与地域资源，将丝路文化(Silk Road Culture)、杭钢工业遗存(Steel Culture)、立夏民俗(Summer Culture)、特色运动(Special Sports)、智慧网谷（Smart Net Valley）等融汇到整个课程建设中来，开发建设特色“S源”课程体系。学校将围绕“尊重差异，赏识个体，因材施教，多元发展”的教育方针，全面落实“正源求实、博学善教”的教风建设，致力将桃源小学打造为朝向未来，面向世界的卓越学校。,春题杭玥府;风来旭和府;锦翠金宸府;沁语晓庭;桃源金典家园;溪语宸庐;溪语宸章府;臻华府;臻蓝府,臻蓝府;桃源金典家园;臻华府;溪语宸章府;溪语宸庐;沁语晓庭,15,2026,0
杭州观成实验学校,,3133000797,3133000797001,拱墅区,330105,初中,非民办,拱墅区东新街道颜三路58号,120.173685,30.310925,0571-86835510、85837732,1879,50,151,,,杭州观成实验学校，“梅意﹒竹韵”新校园，开启“观成纪年”新篇章。“观成”两字，典出《周易•贲卦》，“观乎人文，以化成天下”，旨在教育学生在获取文化正能量的同时，提升自已的思想境界，最终成就生命的健康成长，实现个人进步和国家发展的理想。学校占地面积达到68542平方米，总体建筑面积为82718.84平方米。2022年9月，杭州观成实验学校转制为公办性质，目前中小学共有50个教学班，学生近两千人。,,,0,2024,0
杭州市育才大城北学校,,3133000787,3133000787001,拱墅区,330105,初中,非民办,杭州市拱墅区顾扬路518号,120.141915,30.354686,0571-87978803（小学）0571-87990965（中学）,328,11,44,电厂河以南，金昌路以北康桥街道区域内适龄儿童。,,杭州市育才大城北学校依托 “育才” 品牌，学校在拱墅北部快速发展。办学过程中，学校传承集团文化，践行 “让孩子因为我们而幸福” 理念，以 “样样落实、天天坚持”为校训，深耕 “红、黄、蓝” 三原色文化。2023 学年，学校以 “高质量” 为目标，推出涵盖科创、艺术等领域的 “梦想” 课程体系，通过项目式学习挖掘学生潜能。该学年，教师教研成果丰硕，多人在省市级教学竞赛获奖；学生在省市各级艺术、科技创新大赛等赛事中表现优异。党建引领下，学校成果突出，2023 年党支部获评拱墅区头雁支部，还摘得拱墅区文明学校、浙江省科技特色学校等荣誉，以实力赢得社会广泛赞誉。,金昌苑;金桐雅园;康和嘉苑;康馨苑;平安雅苑;宸岸印月里,康馨苑;金桐雅园;康和嘉苑;宸岸印月里;金昌苑;平安雅苑;康桥镇康桥村;金桐雅苑;康桥镇谢村村;康桥镇平安桥村;康桥镇独城村;独城名邸;独城澜山府;康桥镇计家村,20,2026,0
杭州市观成武林小学,,2133002255,2133002255001,拱墅区,330105,小学,非民办,杭州市拱墅区新西路230号,120.168471,30.314207,0571-86836710、19157932375,362,10,22,灯塔社区、水漾苑社区、西文社区适龄儿童。,杭州市观成武林中学,杭州市观成武林小学是原下城区委区政府实施“1+1”公民协调发展区域集团办学的重点项目，由杭州观成实验学校领办，共享观成的文化、理念、课程、师资等。2020年9月新校舍正式投入使用，毗邻城北体育公园，环境优美。学校在融合国际范、创智型、现代化的武林文化中，秉承“观乎人文，以化成天下”的教育理念，倡导“以善为本、以爱兴家”的家风，以“君子淑女”为目标，引导学生做文明的小公民；以“大益小益”公益行动为抓手，在奉献爱心的同时提升自我道德修养；以“一月一节”为载体，将德育与课程、德育与活动有效结合，促进学生的成长。同时，学校着力打造非物质文化传承基地，围绕“非物质文化进校园”的契机，以棉麻土布纺织为载体，打造融合自然科学教育、美学文化研究、劳动制作教育为一体的校园非遗文化。通过传习非物质文化遗产，劳动教育等方式，从学科教学和德育培养两个维度进行渗透，以问题驱动教师和学生双层面的自主探究、团队合作意识，对基础学科的教学给予补充与促进，从而创建学校特色品牌。,灯塔东苑;灯塔北苑;灯塔苑;灯塔西苑;灯塔豪园;方圆府;美岸栖庭;水印康庭公寓;檀映里;棠前文栖府;万和玺园;西文北苑;西文南苑;西文西苑;香源公寓;香石公寓;漾河人家;漾河公寓;御尚华庭,灯塔豪园;万和玺园;灯塔北苑;御尚华庭;灯塔东苑;香石公寓;灯塔苑;灯塔西苑;西文西苑;方圆府;美岸栖庭;棠前文栖府;檀映里;西文北苑;西文南苑;漾河人家;水印康庭公寓;漾河公寓;香源公寓;颜三路;桑湾里;西文苑;沈家路;王村巷;积福里;珠嘉里;重机巷;东新路,47,2026,0
杭州市永正实验学校,,3133000785,3133000785001,拱墅区,330105,初中,非民办,杭州市拱墅区三墩路70号,120.101054,30.326922,0571-28886103,309,8,21,莫干山路以西，三墩路以北，丰庆路以东拱墅区域内适龄儿童。,,"杭州市永正实验学校2020年4月正式成立，2020年9月投入使用。学校位于拱墅区祥符街道三墩路70号。学校占地面积51150平方米，总建筑面积80325.17平方米（其中地上建筑面积50477.29平方米，地下建筑面积29847.88平方米），绿地面积17905平方米，是拱墅区规模最大的单体学校，建筑设计体现江南水乡味道、中国书院风格。
学校有300米6道环形跑道塑胶田径运动场，4380平方米的室外篮球场，700平方米的室内篮球馆，700平方米的室内风雨操等；有充裕的普通教室、音乐教室、音体教室、排练室、书法教室、美术教室、科学教室、计算机教室、校园电视台、微格教室、社团活动室、科学活动室、图书室等教育教学场所。",长青嘉苑;孔家埭;祥宸府;阳光郡公寓,孔家埭;宸章新邸;雅博青蓝湾;长青嘉苑;孔家埭和府;祥宸府;阳光郡公寓,11,2026,0
